image_path,text,conf,merchant,source
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__08.png,KO O VNT,0.9533,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__09.png,07/06/2024 06:37:44442660BCMHUN,0.9593,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__10.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__11.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__12.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__13.png,2 OANRTYMArT -noan,0.9564,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__14.png,HOANG MINH NHAT,0.9665,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__15.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__16.png,Nội dung HO PHỤ THU HUONG chuyen,0.96,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__17.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__18.png,tien,0.9639,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__19.png,Ổốncin V,0.9163,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__20.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__21.png,PIEE,0.9319,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__22.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__23.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3e9ebcbf-8682-4a38-8837-0be6d39a818b__24.png,,0.0,VietinBank,3e9ebcbf-8682-4a38-8837-0be6d39a818b.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__00.png,10:29 I S CON,0.8592,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__01.png,Q VetinBenko O,0.9426,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__02.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__03.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__04.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__05.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__06.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__07.png,Chuyển tiền thành công!,1.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__08.png,250.000 VND,1.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__09.png,02/06/2026 10:29: 44:44266012VVDV1X,0.9286,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__10.png,TRAN DUC TRUNG,0.9395,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__11.png,"S94732888 - Vietcombonk, Ngàn hàng",0.9243,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__12.png,Ngooi thuơng Viet Nem VCB,0.9305,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__13.png,S n,0.8206,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__14.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__15.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__16.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__3fdcaa2b-1381-4434-9349-f2f746e1be1d__17.png,,0.0,VietinBank,3fdcaa2b-1381-4434-9349-f2f746e1be1d.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__00.png,09-E9 4 co,0.834,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__01.png,,0.0,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__02.png,A - Ki guá gieo dịch S,0.9391,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__03.png,Chuyển tiền thành công!,1.0,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__04.png,,0.0,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__05.png,W irEnro,0.7806,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__06.png,,0.0,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__07.png,M tà: xố o chieB,0.9442,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__554f6089-da84-4402-82c1-0b6f0d0690e8__08.png,,0.0,VietinBank,554f6089-da84-4402-82c1-0b6f0d0690e8.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__00.png,.0B-467- VNNĐ,0.7962,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__01.png,,0.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__02.png,,0.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__03.png,,0.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__04.png,Chuyển tiền thành công!,1.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__05.png,,0.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__06.png,W inrEnro,0.7771,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__07.png,,0.0,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__5e867584-c4cf-47a0-9fe2-171a67e068e0__08.png,M tà: xố o chieB,0.9491,VietinBank,5e867584-c4cf-47a0-9fe2-171a67e068e0.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__00.png,19a18 S CĐ,0.9902,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__01.png,A - Ki cuá gio dịch S,0.9708,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__02.png,Chuyển tiền thành công!,1.0,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__03.png,,0.0,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__04.png,,0.0,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__05.png,,0.0,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8b6b11af-d329-4137-9e5e-8e05a74e8744__06.png,,0.0,VietinBank,8b6b11af-d329-4137-9e5e-8e05a74e8744.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__00.png,1l:19 4 i G 82,0.9078,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__01.png,Ki guá gieo dịch S,0.9434,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__02.png,,0.0,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__03.png,Chuyển tiền thành công!,1.0,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__04.png,,0.0,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__05.png,T inphánrro,0.8732,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__06.png,M tà: xố o chie B,0.9395,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__07.png,,0.0,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__8d452502-55e0-4161-9446-c932f1cbd4c5__08.png,,0.0,VietinBank,8d452502-55e0-4161-9446-c932f1cbd4c5.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__00.png,14:06 -I S 80,0.9468,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__01.png,Q VetinBenko O,0.9703,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__02.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__03.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__04.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__05.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__06.png,Chuyển tiền thành công!,1.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__07.png,1.500.000 VND,1.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__08.png,TIH VN,0.9571,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__09.png,08/06/2026 14:06:- 4444266060235185,0.9782,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__10.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__11.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__12.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__13.png,2 OANRTYMArT -noan,0.9564,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__14.png,HOANG MINH NHAT,0.9665,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__15.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__16.png,Nội dung HO PHỤ THU HUONG chuyen,0.96,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__17.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__18.png,tien,0.9639,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__19.png,Ổốncin V,0.9163,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__20.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__21.png,PIEE,0.9319,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__22.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__23.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9210f0a8-41ef-4f77-acf2-466467dd5cbd__24.png,,0.0,VietinBank,9210f0a8-41ef-4f77-acf2-466467dd5cbd.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__00.png,15-.00 i G S2,0.8872,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__01.png,A - Ki guá gieo dịch S,0.9051,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__02.png,Chuyển tiền thành công!,1.0,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__03.png,G UUBÁ Lê: guán Gon,0.8566,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__04.png,S qua S,0.922,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__05.png,GI TIENGAM,0.8946,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__06.png,M tả: xố V O chieB,0.9435,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__07.png,G oa dou,0.6982,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__9aff5890-ec5c-45d3-8800-8bb3704b7085__08.png,,0.0,VietinBank,9aff5890-ec5c-45d3-8800-8bb3704b7085.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__00.png,S: x5,0.9469,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__01.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__02.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__03.png,Chuyển tiền thành công!,1.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__04.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__05.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__06.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__b7866e87-fc7a-48cf-bc20-ef24b2982529__07.png,,0.0,VietinBank,b7866e87-fc7a-48cf-bc20-ef24b2982529.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__00.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__01.png,A quýnco dch SỐ TÀI KHOẢN S,0.8856,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__02.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__03.png,Chuyển tiền thành công!,1.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__04.png,GOEOAR,0.838,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__05.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__06.png,M tả: xố O cheBe,0.9572,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__07.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__08.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__09.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__ba744983-66ce-4ab5-bebe-f6ac865e2a62__10.png,,0.0,VietinBank,ba744983-66ce-4ab5-bebe-f6ac865e2a62.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__00.png,14:27 I S COD,0.9532,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__01.png,Q VetinBenko O,0.9703,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__02.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__03.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__04.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__05.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__06.png,Chuyển tiền thành công!,1.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__07.png,500.000 VND,1.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__08.png,TC C VNT,0.9587,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__09.png,27/05/2026 14:27: 44:44265199:60A48,0.9771,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__10.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__11.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__12.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__13.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__14.png,2 OANRTYMArT -noan,0.9564,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__15.png,HOANG MINH NHAT,0.9665,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__16.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__17.png,Nội dung HO PHỤ THU HUONG chuyen,0.96,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__18.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__19.png,tien,0.9639,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__20.png,Ổốncin V,0.9163,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__21.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__22.png,PIEE,0.9319,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__23.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__24.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__c45e3c24-6871-4721-acd1-d348df062a4b__25.png,,0.0,VietinBank,c45e3c24-6871-4721-acd1-d348df062a4b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__00.png,P34 - VNN - ucp,0.9249,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__01.png,,0.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__02.png,,0.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__03.png,Chuyển tiền thành công!,1.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__04.png,,0.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__05.png,,0.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__06.png,,0.0,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__d7874c2f-5865-477c-b462-fdc28ff1685b__07.png,M tả: xố o chieB,0.9697,VietinBank,d7874c2f-5865-477c-b462-fdc28ff1685b.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__00.png,10:44 I S,0.8986,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__01.png,Q VetinBenko O,0.957,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__02.png,,0.0,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__03.png,,0.0,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__04.png,,0.0,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
images/VietinBank__dbcbb2e4-9494-4b02-81da-2279beb3e63d__05.png,,0.0,VietinBank,dbcbb2e4-9494-4b02-81da-2279beb3e63d.jpg
