text,label
vừa đồ dùng học 450k đấy,Giáo dục
claim tiền taxi khách hàng 150k,Di chuyển
tháng này trả wifi 300k xong,Hóa đơn
05-05-2026 chi thuê trọ 50.000,Nhà ở
mua đồ gia dụng 350.000đ vừa xong,Mua sắm
cuối tuần trả Du lịch 200k đấy,Du lịch
hôm nay phí duy trì tài khoản 250k rồi,Hóa đơn
du lịch Hạ Long khách sạn 250k,Du lịch
ờm chi cọc trả lại 55k,Thu nhập khác
lãi đầu tư chứng khoán tuần này 5tr,Đầu tư
nhận lãi trái phiếu 500k,Đầu tư
chi máy giặt 28k (2026),Nhà ở
vừa trả thuê trọ 80k luôn,Nhà ở
chuyển khoản tiền nuôi con 400k lần này,Gia đình
cuối tháng Du lịch 250k rồi,Du lịch
vừa tk nhận tiền tháng 3tr luôn,Lương
quà ông bà 120.000đ,Gia đình
05-05-2026 chi lương kỳ 25k á,Lương
tiền linh tinh 100k,Khác
chốt đơn ốp lưng 100k luôn,Mua sắm
"thu lãi trái phiếu 1,5tr",Đầu tư
sách 120k xong,Giáo dục
cuối tháng chi karaoke 70k vừa xong,Giải trí
cuối tuần phí chuyển tiền ngân hàng 4tr nhé,Hóa đơn
hôm nay trả ba mẹ 50k lần này,Gia đình
chi Du lịch 120k thật,Du lịch
hôm nay trả đồ dùng học 350.000đ nhé,Giáo dục
"mua bánh kem 1,5tr lần này",Quà tặng
cuối tuần chi logo 700k vừa xong,Freelance
tháng này thanh toán đăng kiểm 12tr rồi,Di chuyển
tháng này từ thiện 1tr vừa xong,Từ thiện
freelance website 50kđ,Freelance
ờm trả không rõ 2tr5,Khác
"hôm nay trả khoản cty chuyển 1,5tr rồi",Lương
mua hoa tươi 150k,Quà tặng
"cuối tuần cọc trả lại 50,000 đấy",Thu nhập khác
tối qua Du lịch 450k vừa xong,Du lịch
salary received 50000,Lương
hủ tiếu nam vang 55k,Ăn uống
phí cầu đường cao tốc 70k,Di chuyển
nhận lãi crypto 500k,Đầu tư
nhận sinh nhật 50k vnd,Thu nhập khác
tối qua chi tết 8tr luôn,Quà tặng
cơm chiên cà ri 60k,Ăn uống
tháng này chi giúp đỡ 2tr5 lần này,Từ thiện
vé máy bay 50kđ,Du lịch
ờm trả wifi 900k luôn,Hóa đơn
trả đặt cọc nhận lại 5tr,Thu nhập khác
tháng này gửi tiền về quê 250k đấy,Gia đình
du lịch Phú Quốc vé máy bay 500k,Du lịch
đặt balo trên mạng 850k,Mua sắm
tết 180k đấy,Quà tặng
tối qua KPI 400k xong,Thưởng
cuối tuần sửa điều hòa phòng trọ 1tr nhé,Nhà ở
tiền trang trải sinh hoạt 500k,Khác
được tặng sinh nhật 200k,Thu nhập khác
hôm nay trả Du lịch 15tr,Du lịch
bán laptop cũ 8tr,Bán hàng
05-05-2026 Du lịch 250k luôn,Du lịch
tháng này tiền được tặng 400k nhé,Thu nhập khác
freelance làm website 600k (2026),Freelance
cuối tháng chi giúp đỡ 1tr2,Từ thiện
hôm nay khóa học 1tr thật,Giáo dục
cuối tuần chi refund 200k đấy,Thu nhập khác
hôm nay sửa cửa phòng trọ 30k luôn,Nhà ở
siêu thị mua chuột máy tính 15k,Mua sắm
đi bệnh viện 25k vừa xong,Sức khỏe
nha khoa 50k vnd lần này,Sức khỏe
hôm nay trả đồ dùng học 45k vừa xong,Giáo dục
du lịch Đà Lạt ăn uống du lịch 25k,Du lịch
đầu tư coin lời,Đầu tư
cuối tháng chi karaoke 800k haiz,Giải trí
tối qua chi khóa học 50kđ haiz,Giáo dục
vừa thuê phòng hostel 4tr luôn,Du lịch
cưới 55k thật,Quà tặng
vừa spotify 2tr5,Giải trí
hôm nay trả gas 2tr hơi đau ví,Hóa đơn
pet shop 250k,Thú cưng
tối qua chi shopee 350.000đ xong,Bán hàng
"05-05-2026 giúp đỡ 50,000 hơi đau ví",Từ thiện
mua đồ tiki 450k,Mua sắm
tối qua chi quyên góp 120k luôn,Từ thiện
hôm nay lương công ty chuyển khoản 600k luôn,Lương
tháng này sắm nồi chiên 30k xong,Mua sắm
05-05-2026 HR chuyển 45k,Lương
biếu quà tết đồng nghiệp 1tr2,Quà tặng
cuối tuần chi tiêm phòng 1tr2 haiz,Thú cưng
tháng này chi quà bạn 800k vừa xong,Quà tặng
ờm nhận quà 70k vừa xong,Thu nhập khác
tháng này học phí 350.000đ,Giáo dục
tiêm phòng 5tr lần này,Thú cưng
hôm nay cổ tức 150k hơi đau ví,Đầu tư
ShopeeFood bánh cuốn 80k,Ăn uống
vừa nhận quà 250k haiz,Thu nhập khác
"freelance website 50,000",Freelance
tháng này trả sim 30k hơi đau ví,Hóa đơn
tháng này chi học phí 15tr á,Giáo dục
"vừa trả thuê trọ 1,5tr rồi",Nhà ở
tối qua từ thiện 100k rồi,Từ thiện
hình như tiền chăm sóc gia đình 2tr đấy,Gia đình
hôm nay sim 180k rồi,Hóa đơn
hôm nay quyên góp 350k vừa xong,Từ thiện
05-05-2026 cưới 400k vừa xong,Quà tặng
ờm trả con 35k nhé,Gia đình
khám nha sĩ nhổ răng khôn 400k,Sức khỏe
ờm gia sư 40k rồi,Giáo dục
tháng này cashback thẻ 1tr2 rồi,Thu nhập khác
cuối tuần chi nhận quà 30k vừa xong,Thu nhập khác
tiền thuê nhà tháng này 400k,Nhà ở
tháng này sửa cửa phòng trọ 25k haiz,Nhà ở
thanh toán dự án app 250k,Freelance
tháng này chi sinh nhật 250k thật,Quà tặng
cuối tuần trả khoản cty chuyển 60k luôn,Lương
tháng này đồ dùng học 180k hơi đau ví,Giáo dục
đặt son môi trên mạng 100k,Mua sắm
nhận quà 12tr xong,Thu nhập khác
ờm phí ngân hàng hàng tháng 10k haiz,Hóa đơn
cuối tháng trả KPI 10tr đấy,Thưởng
hôm nay vitamin 250k nhé,Sức khỏe
gửi tiền về quê 500k,Gia đình
vừa ủng hộ 800k á,Từ thiện
tháng này trả cầu đường 180k nhé,Di chuyển
hôm nay doanh thu 15tr đấy,Bán hàng
lương VNG 800k,Lương
vừa cho thuê 600k xong,Đầu tư
bán đồ cũ 350k,Bán hàng
đóng góp từ thiện trẻ em 25.000đ,Từ thiện
đặt Grab hủ tiếu Nam Vang 22k,Ăn uống
tiền lương từ VNG 1tr2,Lương
vừa trả thú y 15k xong,Thú cưng
vừa sách 1tr xong,Giáo dục
vừa trả lãi tiết kiệm 100k,Đầu tư
05-05-2026 website 70k đấy,Freelance
vừa trả học phí 250k á,Giáo dục
"tháng này video 50,000 lần này",Freelance
du lịch Hội An khách sạn 800k,Du lịch
hôm nay ba mẹ 20k haiz,Gia đình
trả logo 50000 haiz,Freelance
cuối tháng nạp dt 2tr nhé,Hóa đơn
hôm nay nấu đồ ăn vặt 50k rồi,Ăn uống
cuối tuần chi linh tinh 50000 xong,Khác
Lazada mua túi xách 15tr,Mua sắm
vừa bán đồ cũ 40k haiz,Bán hàng
cf với team 50kđ,Ăn uống
ờm shopee 15tr đấy,Bán hàng
trả Du lịch 150k á,Du lịch
cuối tuần trả sách 700k haiz,Giáo dục
cuối tuần trả bonus 15k thật,Thưởng
tối qua uống bún chả 350.000đ thật,Ăn uống
05-05-2026 ủng hộ 35k nhé,Từ thiện
tối qua chi thưởng dự án 700k vừa xong,Thưởng
nhận quỹ mở 350k vừa chi,Đầu tư
trả dạy kèm 60k vừa xong,Freelance
cuối tháng trả tiền về quê 450k vừa xong,Gia đình
hôm nay nhận tiền hoàn đơn 15k luôn,Thu nhập khác
vừa đặt shopeefood 300k hơi đau ví,Ăn uống
"thu doanh thu Shopee 1,5tr",Bán hàng
nhận tiền công tháng 50kđ,Lương
tháng này chi sửa nhà 50k hơi đau ví,Nhà ở
tã bỉm 15tr,Gia đình
tháng này hỗ trợ bố mẹ 25k haiz,Gia đình
05-05-2026 chi lãi tiết kiệm 80k luôn,Đầu tư
học thêm toán 40k,Giáo dục
khách sạn chuyến đi 25k,Du lịch
tháng này khám bệnh 60k á,Sức khỏe
tối qua chi sữa bé 50k xong,Gia đình
nộp phí bảo hiểm nhân thọ 95k,Hóa đơn
tối qua wifi 900k đấy,Hóa đơn
tháng này trả khách ck 350.000đ hơi đau ví,Bán hàng
chơi bóng bàn cuối tuần 80k,Giải trí
hôm nay chi khoản cty chuyển 300k nhé,Lương
tối qua chi shopee 55k,Bán hàng
mua sách ôn thi 50kđ,Giáo dục
từ thiện 100k thật,Từ thiện
05-05-2026 chi quà bạn 450k xong,Quà tặng
cho thuê 15k đấy,Đầu tư
ờm chi Du lịch 300k đấy,Du lịch
05-05-2026 ba mẹ 18k lần này,Gia đình
mua quần tây công sở 600k,Mua sắm
hôm nay chi incentive 2tr nhé,Thưởng
chi phí vé concert 22k,Giải trí
chi doanh thu 25k rồi,Bán hàng
bán laptop 800k tháng này,Bán hàng
hôm nay linh tinh 8tr hơi đau ví,Khác
sắm đồ trang trí bàn làm việc 400k,Mua sắm
grab food 60k luôn,Ăn uống
cuối tuần gas bếp 250k haiz,Nhà ở
vừa trả logo 350.000đ rồi,Freelance
ờm nhận mừng 50.000,Thu nhập khác
ờm nhận tiền freelance web 350k nhé,Freelance
tối qua trả cho thuê 350.000đ thật,Đầu tư
hôm nay trả thưởng dự án 20k vừa xong,Thưởng
cuối tháng điện 250k,Hóa đơn
hôm nay nhận tiền hoàn đơn 1tr đấy,Thu nhập khác
quà 8/3 tặng đồng nghiệp nữ 300k,Quà tặng
mua quạt 50k vnd,Nhà ở
cuối tháng trái phiếu 1tr á,Đầu tư
hôm nay chi chụp ảnh 15tr đấy,Freelance
Lazada mua túi xách 350k đồng lần này,Mua sắm
"05-05-2026 order lazada 50,000 hơi đau ví",Mua sắm
05-05-2026 trả video 50kđ haiz,Freelance
freelance viết content 15tr tháng này,Freelance
"chuyển khoản đồ chơi trẻ em 1,5tr — ghi chú",Gia đình
sửa điện nước trong phòng 400k thật,Nhà ở
cuối tuần đưa tiền cho em đóng học 200k rồi,Gia đình
05-05-2026 tk nhận tiền tháng 450k thật,Lương
xang xe 100k,Di chuyển
phí cầu đường 100k,Di chuyển
cuối tuần sắm tai nghe 100k luôn,Mua sắm
freelance phiên dịch 10tr,Freelance
cuối tuần thanh toán wifi 25k haiz,Hóa đơn
mua đồ nhà bếp 1tr,Nhà ở
tối qua chi giúp đỡ 8tr xong,Từ thiện
cuối tuần trả tiêm phòng 25k rồi,Thú cưng
chi sửa ống nước 350k đồng,Nhà ở
hôm nay chi nhận quà 600k rồi,Thu nhập khác
trả quyên góp 15k xong,Từ thiện
tháng này phí ngân hàng hàng tháng 200k haiz,Hóa đơn
cuối tuần uống pizza 600k đấy,Ăn uống
chi phí vé sự kiện 15tr,Giải trí
hình như mua bảo hiểm xe máy 4tr đấy,Di chuyển
tiền từ quỹ mở 25.000đ,Đầu tư
tháng này sửa nhà 400k á,Nhà ở
tháng này hoa 1tr lần này,Quà tặng
ờm quạt 3tr luôn,Nhà ở
profit trading 800k,Đầu tư
ờm nhậu shopeefood 70k đấy,Ăn uống
cuối tháng điện 500k haiz,Hóa đơn
cuối tháng chi học phí 120k luôn,Giáo dục
tháng này trả HR chuyển 120k,Lương
nhận lãi gửi kỳ hạn 1tr5,Đầu tư
ờm doanh thu 55k nhé,Bán hàng
05-05-2026 trả cưới 700k hơi đau ví,Quà tặng
cuối tuần chi incentive 400k á,Thưởng
thanh toán truyền hình cáp 15tr,Hóa đơn
ờm thức ăn chó 55k á,Thú cưng
hình như vé xe khách 15k thật,Di chuyển
05-05-2026 vé tàu hỏa Sài Gòn Đà Nẵng 8tr thật,Di chuyển
tháng này hoàn tiền momo 100k,Thu nhập khác
"đóng góp ủng hộ bệnh nhân 1,5tr",Từ thiện
chi rèm cửa 100k,Nhà ở
hóa đơn điện 250k,Hóa đơn
vừa cổ tức 350.000đ thật,Đầu tư
vừa cát mèo 15tr lần này,Thú cưng
hôm nay vitamin 20k đấy,Sức khỏe
trả lãi tiết kiệm 600k thật,Đầu tư
mua vặt 500k lần này,Khác
tối qua trả cổ tức 15tr vừa xong,Đầu tư
tháng này shopee 400k nhé,Bán hàng
nội thất nhỏ tháng này 12tr,Nhà ở
05-05-2026 trả vitamin 10tr vừa xong,Sức khỏe
tối qua doanh thu 350.000đ vừa xong,Bán hàng
tặng quà tết 300k,Quà tặng
cuối tuần cashback shopee 15000000,Thu nhập khác
tháng này content 400k vừa xong,Freelance
vừa sửa vòi nước 2tr,Nhà ở
cuối tháng chi linh tinh 1tr2 á,Khác
ờm khách ck 80k vừa xong,Bán hàng
ờm dạy kèm 150k vừa xong,Freelance
ờm tiền thuốc cho ba 900k nhé,Gia đình
học phí đại học học kỳ 2 8tr,Giáo dục
"ờm trả sửa đồ 1,5tr đấy",Khác
hôm nay chi đồ dùng học 400k đấy,Giáo dục
thanh toán in ấn 700k,Khác
tháng này cưới 5tr rồi,Quà tặng
tiền nước sinh hoạt 120k,Hóa đơn
cho bạn quà sinh nhật 500k,Quà tặng
ờm gia sư 15tr vừa xong,Giáo dục
nộp hóa đơn nước 25.000đ,Hóa đơn
vừa thưởng tết 35k lần này,Thưởng
cuối tháng trả ông bà 300k haiz,Gia đình
cuối tháng trả phim 100k đấy,Giải trí
mua tai nghe bluetooth JBL 700k,Mua sắm
tối qua sim 50k vnd đấy,Hóa đơn
vừa bonus 12tr vừa xong,Thưởng
nhận tiền hoàn đơn 400k thật,Thu nhập khác
cuối tuần phở tái nạm 250k,Ăn uống
tối qua chi incentive 40k nhé,Thưởng
05-05-2026 trả cho thuê 700k đấy,Đầu tư
cuối tuần nha khoa 50kđ lần này,Sức khỏe
ờm trả karaoke 30k haiz,Giải trí
tối qua quà bạn 600k hơi đau ví,Quà tặng
vừa concert 80k vừa xong,Giải trí
tối qua ăn bánh mì 3tr thật,Ăn uống
nước sinh hoạt 180k,Hóa đơn
tour du lịch Hội An,Du lịch
cuối tuần chốt đơn giày 40k thật,Mua sắm
payroll 1tr2,Lương
hôm nay be 450k luôn,Di chuyển
chi mua thuốc 10tr — ghi chú,Sức khỏe
cuối tháng trả khám bệnh 700k,Sức khỏe
hôm nay video 5tr xong,Freelance
tháng này chi chụp ảnh 20k haiz,Freelance
nộp hóa đơn điện 750k,Hóa đơn
ờm nội thất 50kđ xong,Nhà ở
tối qua phim 600k vừa xong,Giải trí
tháng này Du lịch 18k haiz,Du lịch
cuối tuần trà sữa trân châu 500k,Ăn uống
ờm học phí 350.000đ nhé,Giáo dục
vừa tặng sếp quà tết 1tr,Quà tặng
ờm khám bệnh 1tr luôn,Sức khỏe
ờm lương kỳ 80k lần này,Lương
mua thuốc 300k,Sức khỏe
cty vừa chuyển khoản 800k,Lương
tháng này quà bạn 45k lần này,Quà tặng
hôm nay đi xanh sm 350.000đ vừa xong,Di chuyển
cuối tháng trả linh tinh 100k đấy,Khác
vừa đóng tiền nước 30k haiz,Hóa đơn
vừa trả incentive 400k á,Thưởng
cuối tháng ăn mì gói survival 50000,Ăn uống
cuối tuần tiền về quê 40k lần này,Gia đình
vừa ăn canteen 10tr nhé,Ăn uống
ủng hộ quỹ phòng chống Covid 300k,Từ thiện
du lịch Sapa mua tour 200k tháng này,Du lịch
hôm nay trả giúp đỡ 900k nhé,Từ thiện
nhận tiền làm slide 150k,Freelance
cuối tuần content 300k luôn,Freelance
nội thất 15k,Nhà ở
cổ tức 50k vnd,Đầu tư
hôm nay logo 350k nhé,Freelance
cuối tháng trả sinh nhật 700k đấy,Quà tặng
cuối tuần payroll 35k đấy,Lương
tháng này trả tk nhận tiền tháng 60k đấy,Lương
tối qua chi ông bà 3tr luôn,Gia đình
ờm chi thưởng dự án 250k,Thưởng
05-05-2026 ba mẹ 150k rồi,Gia đình
chiều nay grab về nhà mưa 55k,Di chuyển
vừa bowling 200k á,Giải trí
hôm nay incentive 300k,Thưởng
05-05-2026 quà bạn 3tr đấy,Quà tặng
ck tiền thuê trọ 10tr,Nhà ở
cuối tháng thanh toán taxi 100k á,Di chuyển
bún bò Huế 55k,Ăn uống
hóa đơn gas 150k,Hóa đơn
thu bán đồ cũ 350k đồng,Bán hàng
trả hoa 3tr hơi đau ví,Quà tặng
ăn đặc sản Hội An khi du lịch 200k,Du lịch
ờm chi cưới 100k đấy,Quà tặng
tối qua ủng hộ 150k đấy,Từ thiện
mua quà tết 200k,Quà tặng
đóng phí thi 25.000đ,Giáo dục
trả từ thiện 200k đấy,Từ thiện
cuối tháng khoản cty chuyển 500k lần này,Lương
vừa trả tk nhận tiền tháng 900k nhé,Lương
hôm nay chi tiền công ty 180k lần này,Lương
cuối tháng chi tiền về quê 35k nhé,Gia đình
thanh toán làm website 200k,Freelance
cuối tháng thức ăn chó 15k thật,Thú cưng
tối qua sách 120k thật,Giáo dục
tháng này chi Du lịch 8tr thật,Du lịch
tháng này nhận tiền bán áo 100k haiz,Bán hàng
mua đồ cho con 15tr,Gia đình
shopeefood giao về 100k,Ăn uống
cuối tuần sơn tường 2tr vừa xong,Nhà ở
cuối tháng trả ông bà 150k đấy,Gia đình
tối qua chi giúp đỡ 200k rồi,Từ thiện
hình như chuyển tiền nhầm 10k vừa xong,Khác
thức ăn chó 300k,Thú cưng
tiền từ lãi trái phiếu 25.000đ,Đầu tư
vừa gửi tiền phụ giúp gia đình 15.000.000 đấy,Gia đình
hình như mua linh kiện PC 15tr,Mua sắm
05-05-2026 chi incentive 18k haiz,Thưởng
hôm nay đi đăng kiểm 80k haiz,Di chuyển
cuối tháng hoa 10tr hơi đau ví,Quà tặng
khách sạn nghỉ dưỡng 3tr,Du lịch
cuối tuần cọc trả lại 150k hơi đau ví,Thu nhập khác
nộp thuế TNCN 50.000,Hóa đơn
ờm mượn bạn 1tr2 trả lại nhé,Khác
tối qua đi gửi xe 300k haiz,Di chuyển
thanh toán thuế nhà đất 220k,Hóa đơn
hôm nay dạy kèm 350k nhé,Freelance
gym tháng 700k,Sức khỏe
05-05-2026 mua tai nghe bluetooth 10tr haiz,Mua sắm
sửa xe máy thay phanh 250k,Di chuyển
05-05-2026 lãi tiết kiệm 900k vừa xong,Đầu tư
mua cát vệ sinh cho thú cưng 1tr5,Thú cưng
hôm nay thuốc 700k nhé,Sức khỏe
cắt tóc barber 120k,Mua sắm
cuối tuần KPI 50000 đấy,Thưởng
sim 50kđ thật,Hóa đơn
mua mỹ phẩm tặng 12tr,Quà tặng
cuối tuần thú y 1tr thật,Thú cưng
ờm nhận tiền hoàn đơn 25k đấy,Thu nhập khác
hôm nay chi bonus 2tr5 thật,Thưởng
tai nghe 70k vừa xong,Mua sắm
nhận cổ tức 280k,Đầu tư
tối qua order shopee 1tr lần này,Mua sắm
05-05-2026 freelance thiết kế web 500k thật,Freelance
tháng này trả khám bệnh 80k rồi,Sức khỏe
thưởng dự án xong 8tr,Thưởng
shopee 50k vnd rồi,Bán hàng
05-05-2026 cát mèo 180k haiz,Thú cưng
con 50.000 đấy,Gia đình
vừa tiền chăm sóc gia đình 120k nhé,Gia đình
mua balo leo núi 1tr2,Du lịch
vừa trả sinh nhật 5tr xong,Quà tặng
cuối tuần nha khoa 15tr thật,Sức khỏe
quyên góp môi trường 180k (2026),Từ thiện
ờm cổ tức 50k vnd thật,Đầu tư
vừa chi tiền công ty 10tr hơi đau ví,Lương
hôm nay phí chuyển tiền ngân hàng 150k haiz,Hóa đơn
05-05-2026 bonus 8tr xong,Thưởng
mb ck freelance 15tr,Freelance
đóng học phí 120k,Giáo dục
khóa học 15k hơi đau ví,Giáo dục
gia sư 700k,Giáo dục
thuế nhà đất 4tr,Hóa đơn
ờm thưởng dự án 25k rồi,Thưởng
vừa chốt đơn lazada 10tr,Mua sắm
cuối tuần chi Du lịch 2tr5 xong,Du lịch
hình như mua vitamin 8tr thật,Sức khỏe
ờm chi linh tinh 80k,Khác
phong bì quà tết 150k tháng này,Quà tặng
cát mèo 30k rồi,Thú cưng
ờm chi giúp đỡ 90k hơi đau ví,Từ thiện
ờm sắm giày 45k đấy,Mua sắm
hôm nay cưới 400k thật,Quà tặng
thanh toán mua pin 350k,Khác
đóng góp ủng hộ chùa 800k tháng này,Từ thiện
cuối tháng chi gia sư 150k haiz,Giáo dục
đóng mua đèn led 20tr,Nhà ở
ờm order lazada 15tr rồi,Mua sắm
ngày 15/01/2025 grab đi làm 35k,Di chuyển
